,ID,DPA,Sentence,Requirement-1,Requirement-2,Requirement-3,dataset_type,target
29755,3,Online 39,Applicable to the agreement(s) entered into by processor A/S and the controller regarding use of processor’s services.,other,other,other,test,other
29756,4,Online 39,"Please be aware, if you are a user of our other processor products processor Survey Solution and processor Relations Panel, the following Data Processing Agreement applies.",other,other,other,test,other
29757,5,Online 39,BETWEEN:,other,other,other,test,other
29758,6,Online 39,controller hereinafter referred to as “Controller”,R1,other,other,test,R1
29759,7,Online 39,and,other,other,other,test,other
29760,8,Online 39,"processor Software A/S, CVR-No.",R2,other,other,test,R2
29761,9,Online 39,"32443591, having its registered address at Refshalevej 147, 1432 Copenhagen K, Denmark, hereinafter referred to as: “processor” or “Processor”",R2,other,other,test,R2
29762,10,Online 39,collectively referred to as “Parties” and individually referred to as “Party”.,other,other,other,test,other
29763,11,Online 39,WHEREAS,other,other,other,test,other
29764,12,Online 39,Processor offers various online data processing services including among others a survey and reporting tool to Controller via Processor’s online platform and/or consultancy services as further defined in clause 1.10,other,other,other,test,other
29765,13,Online 39,(“Processor’s Services”) which includes processing of “Personal Data (as defined under clause 1.3) and is in that capacity a processor in a legal sense.,other,other,other,test,other
29766,14,Online 39,Controller intends to use Processor’s Services.,other,other,other,test,other
29767,15,Online 39,"By usage of Processor’s Services, Controller may share Personal Data of its Data Subjects with Processor and is in that capacity a controller in a legal sense.",other,other,other,test,other
29768,16,Online 39,Parties acknowledge and agree that Controller solely determines the means and purposes for the processing of Personal Data by Processor.,other,other,other,test,other
29769,17,Online 39,"The purpose of the Agreement is to ensure the Parties' compliance with Article 28 (3) of the General Data Protection Regulation, Regulation (EU) 2016/679 of the European Parliament and of the Council of 27 April 2016 (hereinafter ""the GDPR"") stipulating specific requirements to the content of a data processing agreement.",other,other,other,test,other
29770,18,Online 39,"In this Agreement Parties wish to set out the subject-matter and duration of the processing of Personal Data, the nature and purpose of the processing, the type of Personal Data and categories of data subjects and the obligations and rights of Parties.",other,other,other,test,other
29771,19,Online 39,"In the event of any discrepancies between this Agreement and any other agreements between the Parties, including the Main Agreement (as defined in clause 1.9), concerning a matter in relation to the processing of Personal Data, the terms of this Agreement shall prevail.",other,other,other,test,other
29772,20,Online 39,THE CONTROLLER AND THE PROCESSOR HAVE AGREED,other,other,other,test,other
29773,21,Online 39,as follows in order to ensure adequate safeguards with respect to the protection of privacy and fundamental rights and freedoms of individuals with regard to the processing of Personal Data as specified in Appendix 1:,other,other,other,test,other
29774,22,Online 39,Definitions,other,other,other,test,other
29775,23,Online 39,"In addition to the definitions used elsewhere in this Agreement, the definitions set out below shall apply and have the meaning set out therein.",other,other,other,test,other
29776,24,Online 39,‘Agreement’ shall mean this data processing agreement including its appendices;,other,other,other,test,other
29777,25,Online 39,"‘Personal Data’ shall mean any information Processed by Processor in connection with the provision of the Processors’ Services under this Agreement relating to an identified or identifiable natural person ('Data Subject'); an identifiable person is one who can be identified, directly or indirectly, in particular by reference to an identifier such as a name, an identification number, location data, an online identifier or to one or more",other,other,other,test,other
29778,26,Online 39,"factors specific to his physical, physiological, genetic, mental, economic, cultural or social identity of that person;",other,other,other,test,other
29779,27,Online 39,"‘Processing’ shall mean any operation or set of operations by Processor in connection with the Agreement which is performed upon Personal Data, whether or not by automatic means, such as collection, recording, organization, structuring, storage, adaptation or alteration, retrieval, consultation, use, disclosure by transmission, dissemination or otherwise making available, alignment or combination, restriction, erasure or destruction;",other,other,other,test,other
29780,28,Online 39,'Sub-processor' shall mean any processor engaged by the Processor for the Processing of Personal Data on behalf of the Controller.,other,other,other,test,other
29781,29,Online 39,'Third Country' shall mean countries outside the EU and European Economic Area (EEA).,other,other,other,test,other
29782,30,Online 39,"‘Third Party’ shall mean any natural or legal person, public authority, agency or any other body other than the Data Subject, the Controller, the Processor and the persons who, under the direct authority of the Controller or the Processor, are authorized to Process the Personal Data based on the Main Agreement;",other,other,other,test,other
29783,31,Online 39,"‘Personal Data Breach’ shall mean a breach of security leading to the accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to, Personal Data transmitted, stored or otherwise Processed;",other,other,other,test,other
29784,32,Online 39,‘Main Agreement’ shall mean any agreement entered into between Controller and Processor regarding the use of Processor’s Services including but not limited to the agreement(s) specified on the first page of this Agreement;,other,other,other,test,other
29785,33,Online 39,"‘Processor’s Services’ shall mean (i) the various online data processing services rendered by Processor pursuant to the Main Agreement, including among others provision of a survey and reporting tool and hosting of Controller's data, including Personal Data and/or (ii) consultancy services provided by the Processor according to the Main Agreement, and/or (iii) support and/or education services provided by the Processor from time to time to the Controller;",other,other,other,test,other
29786,34,Online 39,‘EU’ shall mean the European Union including the European Economic Area (EEA).,other,other,other,test,other
29787,35,Online 39,Scope and details of Processing,other,other,other,test,other
29788,36,Online 39,The Controller hereby authorises the Processor to Process the Personal Data on behalf of the Controller on the terms and conditions set out in this Agreement.,other,other,other,test,other
29789,37,Online 39,The Processor shall Process the Personal Data only on documented instructions from the Controller.,R12,other,other,test,R12
29790,38,Online 39,The Parties agree that this Agreement shall constitute the instructions as of the date of the Agreement.,R12,other,other,test,R12
29791,39,Online 39,The Processor may – unless otherwise specifically is set out in the Agreement,other,other,other,test,other
29792,40,Online 39,"– apply all relevant means, including software, servers and IT systems.",other,other,other,test,other
29793,41,Online 39,The Controller may at any time amend or specify the instructions in accordance with clause 11 of this Agreement.,other,other,other,test,other
29794,42,Online 39,"Notwithstanding the foregoing, clause 11 can only be amended according to mutual agreement between the Parties.",other,other,other,test,other
29795,43,Online 39,"The details of the Processing of Personal Data, and in particular the categories of Data Subjects, types of Personal Data and the purposes for which they are Processed, are specified in Appendix 1, which forms an integral part of the Agreement.",other,other,other,test,other
29796,44,Online 39,Security measures,other,other,other,test,other
29797,45,Online 39,The Processor agrees to implement appropriate technical and organisational measures in such a manner that the Processing of the Personal Data will meet the requirements of the GDPR and other applicable national and EU data protection law and ensure the protection of the rights of the Data Subjects.,R16,R32,R7,test,R16
29798,46,Online 39,"The details of the security measures taken by Processor in this respect of the Processing of Personal Data, are specified in Appendix 2, which forms an integral part of the Agreement.",other,other,other,test,other
29799,47,Online 39,The Parties agree that the technical and organisational measures and level of security set out in Appendix 2 are sufficient to comply with the Processor’s obligations set lout in this clause 3 at the time of the conclusion of this Agreement.,other,other,other,test,other
29800,48,Online 39,"If the Controller after the conclusion of this Agreement based on its own security and risk assessment requests that the Processor shall implement additional security measures or other technical or organisational measures than agreed to in Appendix 2, such request shall be handled in accordance with and is subject to clause 11 of this Agreement.",other,other,other,test,other
29801,49,Online 39,Obligations of the Controller,other,other,other,test,other
29802,50,Online 39,The Controller agrees:,other,other,other,test,other
29803,51,Online 39,To ensure that the Personal Data collected by Controller is done in accordance with the relevant provisions of the GDPR and other applicable EU and national data protection law in the Member State in which the Controller is established (and where applicable has been notified to the relevant authorities of that Member State) and does not violate the relevant provisions of that Member State.,other,other,other,test,other
29804,52,Online 39,General obligations of the Processor,other,other,other,test,other
29805,53,Online 39,The Processor agrees:,other,other,other,test,other
29806,54,Online 39,to Process the Personal Data in accordance with the security measures set out in Appendix 2;,other,other,other,test,other
29807,55,Online 39,"to Process Personal Data only in accordance with the instructions from the Controller, cf.",R12,other,other,test,R12
29808,56,Online 39,"clause 2 of this Agreement, including with regard to transfers of Personal Data to a Third Country or an international organisation, unless required to do so by Union or Member State law to which the Processor is subject; in such a case, the Processor shall inform the Controller of that legal requirement before Processing, unless that law prohibits such information on important grounds of public interest;",R13,R14,R30,test,R13
29809,57,Online 39,"where necessary and taking into account the nature of the Processing, to assist the Controller by appropriate technical and organisational measures, insofar as this is possible, for the fulfilment of the Controller's obligation by law to respond to requests for exercising the Data Subjects’ rights laid down in chapter III of the GDPR;",R17,other,other,test,R17
29810,58,Online 39,"where necessary and taking into account the nature of the Processing, to assist the Controller in its compliance with an obligation to carry out a data protection impact assessment (“DPIA”) and prior consulting of supervisory authorities where required, cf.",R42,other,other,test,R42
29811,59,Online 39,articles 35 and 36 of the GDPR;,other,other,other,test,other
29812,60,Online 39,to provide Controller upon request and within reasonable time the information necessary to demonstrate compliance with the obligations laid down in this clause 5;,R25,other,other,test,R25
29813,61,Online 39,"to cooperate (including representatives of Processor), on the Controller’s",other,other,other,test,other
29814,62,Online 39,"request, with the supervisory authority in the performance of its tasks;",other,other,other,test,other
29815,63,Online 39,"to allow for and contribute during normal business hours to reasonably necessary audits including inspections, conducted by an external qualified auditor mandated by the Controller, solely for the purpose of fulfilment of the Controller's obligations laid down in Article 28 of the GDPR and for accurately stipulated research questions in this connection provided that such external qualified auditor is subject to and bound by confidentiality obligations as stipulated in clause 12 of this Agreement;",R26,other,other,test,R26
29816,64,Online 39,to once a year make an audit report available on the Processor’s website with information indicating that the Processor complies with the Agreement.,other,other,other,test,other
29817,65,Online 39,"The report shall be based on applicable, acknowledged audit standards, e.g.",other,other,other,test,other
29818,66,Online 39,"ISAE 3000 or 3402, ISO 27001 or similar;",other,other,other,test,other
29819,67,Online 39,to notify Controller in the event of a Personal Data Breach as set out in clause of this Agreement;,R34,other,other,test,R34
29820,68,Online 39,"To notify Controller in the event that a supervisory authority contacts Processor, insofar as permitted by law.",other,other,other,test,other
29821,69,Online 39,Personal Data breach,other,other,other,test,other
29822,70,Online 39,Processor will notify the Controller without undue delay after becoming aware of a Personal Data Breach.,R34,other,other,test,R34
29823,71,Online 39,The aforementioned notification shall describe the nature of the Personal Data Breach including where possible: (i) the (estimated) time of the Personal Data Breach; (ii) the likely consequences of the Personal Data Breach; (iii) reasonable measures taken or proposed by the Processor to mitigate the consequences of the Personal Data Breach.,R8,other,other,test,R8
29824,72,Online 39,"The Controller shall immediately notify the Processor in writing after becoming aware of any possible unauthorised use of log-in information, passwords, credentials or other security breaches related to the Main Agreement.",R8,other,other,test,R8
29825,73,Online 39,Records of Processing activities,other,other,other,test,other
29826,74,Online 39,"The Processor shall maintain, in written and electronic form, records of all categories of Processing activities carried out on behalf of the Controller according to the Main Agreement, containing:",other,other,other,test,other
29827,75,Online 39,the name and contact details of the Processor and any Sub-processors and where applicable their respective representatives and/or data protection officer;,other,other,other,test,other
29828,76,Online 39,name and contact details of the Controller;,other,other,other,test,other
29829,77,Online 39,the categories of Processing carried out on behalf of the Controller;,other,other,other,test,other
29830,78,Online 39,"where applicable, transfers of Personal Data to a Third Country or an international organisation, including the identification of that Third Country or international organisation, and, in the case of transfer referred to in the 2nd subparagraph of Article 49(1) of the GDPR, the documentation of suitable safeguards;",other,other,other,test,other
29831,79,Online 39,a general description of the technical and organisational security measures as referred to in Appendix 2 and subsequent amendments thereto.,other,other,other,test,other
29832,80,Online 39,The Processor shall make the records available to the Controller and the supervisory authority on request.,R25,other,other,test,R25
29833,81,Online 39,Costs for assistance and audits,other,other,other,test,other
29834,82,Online 39,"In the event Controller requires assistance of Processor or the Processor’s Sub-processors pursuant to this Agreement (including, but not limited to clauses 5.3, 5.4, 5.5, 5.6, 5.7 and/or clause 7.2), this assistance is charged under the conditions set out in Appendix 3, which forms an integral part of the Agreement.",other,other,other,test,other
29835,83,Online 39,"Notwithstanding the before mentioned, Processor is not entitled to remuneration for circumstances which are attributable to",R35,other,other,test,R35
29836,84,Online 39,Processor’s breach of security or Processor’s breach of it’s obligations as set,R35,other,other,test,R35
29837,85,Online 39,out in this Agreement.,R35,other,other,test,R35
29838,86,Online 39,The annual audit report made available on the Processor’s website according to clause 5.8 shall be prepared at the Processor's expense.,other,other,other,test,other
29839,87,Online 39,Any additional audit reporting or additional other similar documentation requested by the Controller shall be prepared and made available according to separate agreement and at the expense of the Controller and is charged under the conditions set out in Appendix 3.,other,other,other,test,other
29840,88,Online 39,Duration of Personal Data storage,other,other,other,test,other
29841,89,Online 39,Processor will give Controller access to system functionality in order for the Controller to delete and/or return (i.e.,other,other,other,test,other
29842,90,Online 39,export) any and all of Controller’s data including the Personal Data during the Agreement.,other,other,other,test,other
29843,91,Online 39,"Upon expiry of the Agreement the Processor will delete all of Controller’s data including the Personal Data, unless EU or national Member State law requires storage of the Personal Data.",R23,other,other,test,R23
29844,92,Online 39,"The process and timeframes for deletion of Controller’s data including the Personal Data is described in Appendix 4, which forms an integral part of the Agreement.",other,other,other,test,other
29845,93,Online 39,If Controller requests the Processor’s assistance to delete and/or return (i.e.,other,other,other,test,other
29846,94,Online 39,export) the Controller’s data including the Personal Data during and upon the expiry of the Agreement such assistance shall be rendered by Processor at Controller’s expense and is charged under the conditions set out in Appendix 4.,other,other,other,test,other
29847,95,Online 39,Sub-processing,other,other,other,test,other
29848,96,Online 39,"The Processor shall not engage a Sub-processor, unless this is approved by the Controller by (i) a general or specific authorisation according to Appendix 5 to this Agreement or (ii) specific instruction from the Controller.",R10,other,other,test,R10
29849,97,Online 39,"In the event that Processor engages Sub-processors for carrying out Processing activities on behalf of the Controller in accordance with Appendix 5, the same data protection obligations as set out in this Agreement shall be imposed on that Sub-processor by way of a contract or other legal act under EU or national Member State law, in particular providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that the Processing will meet the requirements of this Agreement.",R27,other,other,test,R27
29850,98,Online 39,"In the case of general written authorisation, the Processor shall inform the Controller of any intended changes concerning the addition or replacement of Sub-processors, thereby giving the Controller the opportunity to object to such changes.",R11,R36,other,test,R11
29851,99,Online 39,"However, the Controller cannot object to any intended changes concerning the addition or replacement of Sub-processors, if the new Sub-processor provides sufficient guarantees with respect to implementation of appropriate technical and organizational measures in such a manner that the Processing will meet the requirements of the GDPR as outlined in this Agreement.",other,other,other,test,other
29852,100,Online 39,If the Controller does not object to changes,other,other,other,test,other
29853,101,Online 39,"concerning the addition or replacement of Sub-processors within 30 days from the Processor’s notification of the intended changes, such changes shall be deemed to be accepted by the Controller.",other,other,other,test,other
29854,102,Online 39,Processor shall remain liable to the Controller for the performance of its Sub- processor's obligations.,R28,other,other,test,R28
29855,103,Online 39,"If the Controller requests the Processor to document its Sub-Processor’s compliance with the obligations laid down in Article 28 of the GDPR the Processor shall be entitled to fulfil this obligation by referring Controller to the relevant audit reports or similar documentation made available by the respective Sub-Processors with information indicating that the Sub-Processor in question complies with the GDPR, provided that such audit report(s) or similar documentation shall be based on applicable, acknowledged audit standards, e.g.",R26,other,other,test,R26
29856,104,Online 39,"ISAE 3000 or 3402, ISO 27001 or similar standards.",R26,other,other,test,R26
29857,105,Online 39,Any additional audit reporting or additional other similar documentation requested by the Controller will be at the Controller’s cost and expenses and is charged under the conditions set out in Appendix 3.,other,other,other,test,other
29858,106,Online 39,Change of instructions,other,other,other,test,other
29859,107,Online 39,"Prior to any change of the instructions the Parties shall to the widest possible extent discuss in good faith, and if possible agree on, reasonable terms for the implementation of such changes, including the implementation period and the related costs.",other,other,other,test,other
29860,108,Online 39,The Processor shall use reasonable endeavours to comply with any legislative changes.,other,other,other,test,other
29861,109,Online 39,"However, the Processor shall not be obligated to implement any change of the instructions if the Parties cannot in good faith agree to reasonable terms for the implementation.",other,other,other,test,other
29862,110,Online 39,"If the Parties fail to agree in good faith to reasonable terms regarding change of the instructions each Party shall be entitled to terminate this Agreement with a written notice of 60 days, provided that such changes are deemed necessary to comply with the GDPR or other applicable EU or national data protection laws and regulation.",other,other,other,test,other
29863,111,Online 39,The Main Agreement and any other agreement between the Parties involving Processing of Personal Data shall automatically terminate at the same time.,other,other,other,test,other
29864,112,Online 39,Unless otherwise agreed the following applies:,other,other,other,test,other
29865,113,Online 39,The Processor shall without undue delay initiate implementation of agreed changes of the instructions and shall ensure that such changes are implemented without undue delay in relation to the nature and extent of the changes.,other,other,other,test,other
29866,114,Online 39,"The Processor is entitled to payment of all costs directly connected with changes of the instructions, including implementation costs and increases costs for delivery of the Services.",other,other,other,test,other
29867,115,Online 39,The Controller must without undue delay be informed of the indicative estimate of the implementation period and the related costs.,other,other,other,test,other
29868,116,Online 39,Changes to the instructions are not regarded as being in force until the time when such changes have been implemented provided that the implementation hereof is carried out in accordance with this clause 11.2.,other,other,other,test,other
29869,117,Online 39,The Processor is exempt from liability for failure to deliver the Services to the extent (incl.,other,other,other,test,other
29870,118,Online 39,"in terms of time) that delivery of the Services will be contrary to the changed instructions, or delivery in accordance with the changed instructions is impossible.",other,other,other,test,other
29871,119,Online 39,This may be the case e.g.,other,other,other,test,other
29872,120,Online 39,"in the event that (i) the changes cannot be made due to technical, practical or legal reasons, (ii) the Controller explicitly states that the changes are to apply before implementation is possible, or (iii) during the period until the Parties carry through any necessary changes of the Agreement in accordance with the amendment procedures herein.",other,other,other,test,other
29873,121,Online 39,Confidentiality,other,other,other,test,other
29874,122,Online 39,Neither Party is permitted to disclose any confidential information.,R7,other,other,test,R7
29875,123,Online 39,"This information includes, but is not limited to Personal Data, documents marked ""confidential"", information of which the confidential nature must be assumed and information that has not been made publicly available by any Party.",other,other,other,test,other
29876,124,Online 39,"A Party may only disclose confidential information when obliged by applicable law or unless otherwise agreed upon, signed in writing.",R13,other,other,test,R13
29877,125,Online 39,Processor ensures that persons authorised to process the Personal Data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality.,R15,other,other,test,R15
29878,126,Online 39,"The Processor must ensure that the persons performing work for the Processor and who have access to Personal Data, only process such Personal Data as instructed by the Controller, unless processing is required under applicable EU law or national legislation.",R33,other,other,test,R33
29879,127,Online 39,Liability,other,other,other,test,other
29880,128,Online 39,The Processor shall be liable for damages in accordance with the general rules of Danish law subject to the limitations set out in this clause 13.,other,other,other,test,other
29881,129,Online 39,"The Processor shall not be liable to pay damages for any indirect, consequential or incidental loss or damages including but not limited to loss of goodwill, loss of expected profit and/or loss of operation, arising out of or in connection with the Agreement.",other,other,other,test,other
29882,130,Online 39,The Processor shall not be liable for loss or damages if caused by the Controller’s failure to comply with its obligations according to applicable EU or national data protection laws and regulations or this Agreement.,R46,other,other,test,R46
29883,131,Online 39,"Nor shall the Processor be liable for loss or damages in the event of the Controller’s breach of the Main Agreement and/or other agreement between the Parties involving Processing of Personal Data, or the Controller’s failure to comply with its",R46,other,other,test,R46
29884,132,Online 39,"obligations towards a supervisory authority, or for penalties imposed by a",R46,other,other,test,R46
29885,133,Online 39,supervisory authority due to the Controller’s breach or failure to comply.,R46,other,other,test,R46
29886,134,Online 39,The Processor has taken out a Professional Indemnity & Cyber Insurance with an insurance coverage of EUR 1.250.000,other,other,other,test,other
29887,135,Online 39,per claim and in the ann.,other,other,other,test,other
29888,136,Online 39,agg.,other,other,other,test,other
29889,137,Online 39,(the “Insurance Policy”).,other,other,other,test,other
29890,138,Online 39,"In any case the Processor’s liability is limited to the amount that is paid out in that specific case under the Insurance Policy, and if applicable increased by the deductible.",other,other,other,test,other
29891,139,Online 39,"If for whatever reason the Insurance Policy does not entitle Processor to any payment, the Processor's liability will in any case be limited to direct damages, with a maximum of three (3) times the sum invoiced to Controller pursuant to the Main Agreement in the foregoing twelve (12) months after a claim was made, unless the damage has resulted from a willful misconduct or gross negligence on the Processor's part.",other,other,other,test,other
29892,140,Online 39,"Notwithstanding the foregoing, the limitations of the Processor’s liability set out in this clause 13 shall not apply to loss suffered or costs incurred by the Controller due to the Processor’s failure to comply with its obligations towards a supervisory authority or penalties imposed by a supervisory authority due to the Processor’s material breach.",other,other,other,test,other
29893,141,Online 39,Any claims by the Controller for compensation of damages will expire one year after the date on which the Controller became aware of or ought to have become aware of said damage.,other,other,other,test,other
29894,142,Online 39,Term and Termination of the Agreement,other,other,other,test,other
29895,143,Online 39,The effective date of the Agreement is determined by the effective date of the Main Agreement.,R3,other,other,test,R3
29896,144,Online 39,"The termination of the Agreement does not affect provisions relating to confidentiality, and those provisions which by nature are intended to survive the termination.",other,other,other,test,other
29897,145,Online 39,"This Agreement forms an integral part of the Main Agreement, and consequently terminates simultaneously with the termination of the Main Agreement.",other,other,other,test,other
29898,146,Online 39,A Party may terminate the Main Agreement in the event of the other Party’s material breach of this Agreement.,R38,other,other,test,R38
29899,147,Online 39,"Where such breach is capable of being remedied, a Party may only terminate the Main Agreement if the breaching Party has not remedied such breach within 30 days after giving written notice of such breach and the consequences of failure to remedy the breach.",R38,other,other,test,R38
29900,148,Online 39,"Notwithstanding termination of this Agreement according to this clause 14, the Agreement shall be force for as long as the Processor Processes Personal Data on behalf of the Controller for example in respect of the deletion processes described in Appendix 4.",R3,other,other,test,R3
29901,149,Online 39,Governing Law and amendments,other,other,other,test,other
29902,150,Online 39,The legal relationship between Controller and Processor is exclusively governed by the laws of Denmark without regard to its principles of conflicts of law.,other,other,other,test,other
29903,151,Online 39,"Disputes between parties will, in the first instance, be exclusively resolved by the District Court of Copenhagen, Denmark.",other,other,other,test,other
29904,152,Online 39,"In the event that Parties agree to amend the Agreement, said amendments shall be attached to the Agreement in an additional Appendix 6.",other,other,other,test,other
29905,153,Online 39,Amendments from the Agreement are only valid if the provisions concerned are explicitly referred to (when applicable) and explicitly derogated from; and only if the appendix is signed and dated by both Parties.,other,other,other,test,other
29906,154,Online 39,Appendix 1 Details of Processing of Personal Data,other,other,other,test,other
29907,155,Online 39,This Appendix forms part of the Agreement.,other,other,other,test,other
29908,156,Online 39,Description of the activities by the Processor relevant to the Processing of Controller’s Personal Data:,other,other,other,test,other
29909,157,Online 39,"Depending on the scope and nature of the Main Agreement, the activities to be performed by the Processor under this Agreement relevant to the Processing of Personal Data may include the following:",other,other,other,test,other
29910,158,Online 39,Provision of various online data processing Services including among others a survey and reporting tool via software solutions and,other,other,other,test,other
29911,159,Online 39,platform made available from processor.com.,other,other,other,test,other
29912,160,Online 39,Hosting of Personal Data.,other,other,other,test,other
29913,161,Online 39,Provision of various consultancy Services,other,other,other,test,other
29914,162,Online 39,Provision of support and/or education Services.,other,other,other,test,other
29915,163,Online 39,As part of the Main Agreement the Controller may also choose to use third party integration services and/or applications made available by the Processor on processor.com in cooperation with the third party providers of such integration services and applications.,other,other,other,test,other
29916,164,Online 39,If the Controller uses such third party integration services and/or applications it hereby authorises the Processor to:,other,other,other,test,other
29917,165,Online 39,"provide, transmit or transfer the data, including Personal Data, of the Controller to the third party provider of the relevant integration service and/or application, provided and only to the extent this is necessary for the performance and use by Controller of the said integration services and/or applications, and",other,other,other,test,other
29918,166,Online 39,"Process data, including Personal Data, of the Controller that are transferred from the third party provider of the relevant integration service and/or application to the Controller’s Services with Processor.",other,other,other,test,other
29919,167,Online 39,It is the sole responsibility and liability of the Controller to ensure the necessary basis of lawful Processing for the transfer of the Controller’s Personal Data to and from any third party provider of an integration service and/or application that is used by the Controller via processor.com,other,other,other,test,other
29920,168,Online 39,and the Processing by any third party provider of the Controller’s Personal Data in this respect.,other,other,other,test,other
29921,169,Online 39,Data Subjects,other,other,other,test,other
29922,170,Online 39,"The Controller will import Personal Data to the Services for Processing by Processor that may concern any of the following categories of Data Subjects, including but not limited to:",R6,other,other,test,R6
29923,171,Online 39,"Controller’s employees, board members and officers",R6,other,other,test,R6
29924,172,Online 39,"Controller’s controllers, clients and other business partners",R6,other,other,test,R6
29925,173,Online 39,Citizens of Controller,R6,other,other,test,R6
29926,174,Online 39,"Students, pupils and other users of public and private institutions",R6,other,other,test,R6
29927,175,Online 39,Children,R6,other,other,test,R6
29928,176,Online 39,Patients and relatives,R6,other,other,test,R6
29929,177,Online 39,Private users,R6,other,other,test,R6
29930,178,Online 39,Business Users,R6,other,other,test,R6
29931,179,Online 39,"Members of foundations, unions, associations and/or political originations",R6,other,other,test,R6
29932,180,Online 39,Categories of data,other,other,other,test,other
29933,181,Online 39,The Personal Data Processed may fall within any of the following categories of data.,R5,other,other,test,R5
29934,182,Online 39,Non-sensitive data (cf.,R5,other,other,test,R5
29935,183,Online 39,"GDPR article 6) of any kind including but not limited to contact information such as name, address, phone and/or mobile, gender, age, date of birth, preferences, employment position, family status etc.",R5,other,other,test,R5
29936,184,Online 39,National identification number.,R5,other,other,test,R5
29937,185,Online 39,Sensitive data (cf.,R5,other,other,test,R5
29938,186,Online 39,GDPR article 9)*.,R5,other,other,test,R5
29939,187,Online 39,Data relating to criminal convictions and offences (cf.,R5,other,other,test,R5
29940,188,Online 39,GDPR art.,R5,other,other,test,R5
29941,189,Online 39,10).,R5,other,other,test,R5
29942,190,Online 39,"*Sensitive data includes: data revealing racial or ethnic origin, political opinions, religious and/or philosophical beliefs, trade union membership, processing of genetic data or biometric data for the purpose of uniquely identifying a natural person, data concerning health and/or data concerning a natural person's sex life or sexual orientation",R5,other,other,test,R5
29943,191,Online 39,"Please note that for the processing of sensitive data, explicit consent of the Data Subject is required.",other,other,other,test,other
29944,192,Online 39,Appendix 2 Security of Processing,other,other,other,test,other
29945,193,Online 39,This Appendix forms part of the Agreement.,other,other,other,test,other
29946,194,Online 39,"Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of Processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the Controller and the Processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:",R32,other,other,test,R32
29947,195,Online 39,encryption of Personal Data when transmitted via public networks and in connection with remote access to Controller’s systems;,R7,other,other,test,R7
29948,196,Online 39,"the ability to ensure the ongoing confidentiality, integrity, availability and resilience of Processing systems and Services;",R7,other,other,test,R7
29949,197,Online 39,the ability to restore the availability and access to Personal Data in a timely manner in the event of a physical or technical incident;,R7,other,other,test,R7
29950,198,Online 39,"a process for testing, assessing and evaluating the effectiveness of technical and organisational measures for ensuring the security of the Processing.",R7,other,other,test,R7
29951,199,Online 39,"In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by Processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to Personal Data transmitted, stored or otherwise processed.",R29,other,other,test,R29
29952,200,Online 39,"The Processor hosts the data, including Personal Data, of the Controller via Microsoft Cloud Azure.",other,other,other,test,other
29953,201,Online 39,"The online hosting Services are delivered from data centres solely situated within EU, in Ireland and the Netherlands.",other,other,other,test,other
29954,202,Online 39,Microsoft Azure platform provides the security measures as described on .,other,other,other,test,other
29955,203,Online 39,Particular security measures to be taken out by the Processor under this Agreement are specified in detail on (Processor's Security and Privacy Protection Policies).,other,other,other,test,other
29956,204,Online 39,Appendix 3 Costs for assistance and audits,other,other,other,test,other
29957,205,Online 39,This Appendix forms part of the Agreement.,other,other,other,test,other
29958,206,Online 39,"In the event that Controller requires assistance from the Processor or any of the Processor’s Sub-processors pursuant to this Agreement, such assistance is charged as follows:",other,other,other,test,other
29959,207,Online 39,"payment for time spend per person, including preparation, at an hourly rate of € 150,- excluding VAT (if applicable), and",other,other,other,test,other
29960,208,Online 39,payment of reasonable costs and expenses incurred during the course of providing a task or otherwise as a necessary part of such task or other assistance.,other,other,other,test,other
29961,209,Online 39,All costs and expenses of audits or inspections required and conducted by the Controller or its representatives in respect of the Processor’s or the Processor’s Sub-processors’ compliance with article 28 of the GDPR shall be borne solely by Controller unless otherwise specifically follows from the Agreement.,R26,other,other,test,R26
29962,210,Online 39,Appendix 4 Deletion of data,other,other,other,test,other
29963,211,Online 39,This Appendix forms part of the Agreement.,other,other,other,test,other
29964,212,Online 39,Data deletion,other,other,other,test,other
29965,213,Online 39,The Processor operates with different timeframes of deletion of the Controller’s data,other,other,other,test,other
29966,214,Online 39,depending on the circumstances.,other,other,other,test,other
29967,215,Online 39,These are described below.,other,other,other,test,other
29968,216,Online 39,The Controller deletes data during the term of the Agreement,other,other,other,test,other
29969,217,Online 39,During the term of the Agreement the Controller can delete its data in three (3) ways:,other,other,other,test,other
29970,218,Online 39,Delete respondents in a survey project.,other,other,other,test,other
29971,219,Online 39,"In this case, the data regarding respondents will be deleted after ten (10) days.",other,other,other,test,other
29972,220,Online 39,Delete a whole survey project.,other,other,other,test,other
29973,221,Online 39,"In this case, it will take 90 days before the data are deleted.",other,other,other,test,other
29974,222,Online 39,Delete an organization.,other,other,other,test,other
